number,linux_name,linux_abi,linux_entry,leonos_status,leonos_dispatch_macro,leonos_dispatch_file,leonos_dispatch_line,verification_scope,verification_evidence
208,io_getevents,common,sys_io_getevents,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
209,io_submit,64,sys_io_submit,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
210,io_cancel,common,sys_io_cancel,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
211,get_thread_area,64,,linux_reserved_or_ni,,,,excluded_linux_reserved,Linux v6.12 reserved/ni; not an implementation obligation
212,lookup_dcookie,common,,linux_reserved_or_ni,,,,excluded_linux_reserved,Linux v6.12 reserved/ni; not an implementation obligation
213,epoll_create,common,sys_epoll_create,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
214,epoll_ctl_old,64,,linux_reserved_or_ni,,,,excluded_linux_reserved,Linux v6.12 reserved/ni; not an implementation obligation
215,epoll_wait_old,64,,linux_reserved_or_ni,,,,excluded_linux_reserved,Linux v6.12 reserved/ni; not an implementation obligation
216,remap_file_pages,common,sys_remap_file_pages,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
217,getdents64,common,sys_getdents64,implemented_pending_runtime,LINUX_SYS_GETDENTS64,kernel/ntclks/syscall.c,3822,partial_guest,Static/dynamic musl proc_directories PASS in build/musl/permissions-rename-probe-serial.log: 19-byte header; writable user buffer; short-buffer cursor preservation; proc task traversal. Inode identity; seek; ordinary directory and lifetime contracts remain; proc status PID/TGID/UID/GID/VmRSS subset PASS: build/musl/proc-status-after-serial.log; full procfs schema/access/lifecycle remain
218,set_tid_address,common,sys_set_tid_address,implemented_pending_runtime,LINUX_SYS_SET_TID_ADDRESS,kernel/ntclks/syscall.c,2885,partial_guest,"Pointer registration without eager access, shared-mm-only clear/wake, last-mm retention, unaligned/cross-page writes and invalid/readonly exit pointers PASS: build/musl/tls-after-serial.log; Linux v6.12 reference PASS. Full thread/exec/SMP lifecycle remains uncertified; read-only shared futex backing-type rules and file-backed exit-write-fault wakeups remain unverified"
219,restart_syscall,common,sys_restart_syscall,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
220,semtimedop,common,sys_semtimedop,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
221,fadvise64,common,sys_fadvise64,implemented_pending_runtime,LINUX_SYS_FADVISE64,kernel/ntclks/syscall.c,2965,partial_guest,Native argument/error validation implemented; negative offset/length return EINVAL and bad fd returns EBADF; cache advice is still a validated no-op and lacks runtime probe
222,timer_create,64,sys_timer_create,completed,LINUX_SYS_TIMER_CREATE,kernel/ntclks/syscall_time.c,98,partial_guest,"Native clock, sigevent, target-thread and output-pointer validation; SIGEV_NONE/SIGEV_THREAD QEMU musl probe passes in build/musl/timer-probes-serial-2.log; complete signal-info/resource-limit/SMP coverage remains"
223,timer_settime,common,sys_timer_settime,completed,LINUX_SYS_TIMER_SETTIME,kernel/ntclks/syscall_time.c,130,partial_guest,"Native relative/absolute one-shot and periodic timespec handling; static/dynamic QEMU musl probe passes in build/musl/timer-probes-serial-2.log; full clock and overrun edge coverage remains"
224,timer_gettime,common,sys_timer_gettime,completed,LINUX_SYS_TIMER_GETTIME,kernel/ntclks/syscall_time.c,151,partial_guest,"Native remaining/interval timespec query passes in the static/dynamic QEMU musl timer probe; full clock-adjustment and SMP coverage remains"
225,timer_getoverrun,common,sys_timer_getoverrun,completed,LINUX_SYS_TIMER_GETOVERRUN,kernel/ntclks/syscall_time.c,164,partial_guest,"Native timer overrun accounting is implemented and basic zero-overrun query is covered; siginfo overrun delivery and stress coverage remain"
226,timer_delete,common,sys_timer_delete,completed,LINUX_SYS_TIMER_DELETE,kernel/ntclks/syscall_time.c,157,partial_guest,"Native task-owned timer deletion passes the static/dynamic QEMU musl timer probe; lifetime/resource-limit stress remains"
227,clock_settime,common,sys_clock_settime,implemented_pending_runtime,LINUX_SYS_CLOCK_SETTIME,kernel/ntclks/syscall_process.c,542,partial_guest,"Native CLOCK_REALTIME root/timespec validation and invalid-nanosecond rejection pass in static/dynamic musl build/musl/abi-probes-qemu-20260909-26.log; RTC persistence, privilege capabilities and clock adjustment interactions remain"
228,clock_gettime,common,sys_clock_gettime,routed_not_certified,LINUX_SYS_CLOCK_GETTIME,kernel/ntclks/syscall.c,2874,partial_guest,"Actual deadline/timespec/remaining-copy sanitizer fixtures and static/dynamic musl timed interruption PASS: build/musl/namespace-probes-serial.log; reference Linux 6.12 cases PASS; CPU clocks, timers, clock adjustment and complete stop/restart semantics outstanding"
229,clock_getres,common,sys_clock_getres,implemented_pending_runtime,LINUX_SYS_CLOCK_GETRES,kernel/ntclks/syscall.c,2884,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
230,clock_nanosleep,common,sys_clock_nanosleep,implemented_pending_runtime,LINUX_SYS_CLOCK_NANOSLEEP,kernel/ntclks/syscall.c,4175,partial_guest,"Actual deadline/timespec/remaining-copy sanitizer fixtures and static/dynamic musl timed interruption PASS: build/musl/namespace-probes-serial.log; reference Linux 6.12 cases PASS; CPU clocks, timers, clock adjustment and complete stop/restart semantics outstanding"
231,exit_group,common,sys_exit_group,implemented_pending_runtime,LINUX_SYS_EXIT_GROUP,kernel/ntclks/syscall.c,3213,partial_guest,"Static/dynamic musl thread contention, robust owner death, lifecycle, timed interruption and worker exec PASS: build/musl/namespace-probes-serial.log; six upstream Open POSIX pthread cases exit 0: build/musl/namespace-ltp-serial.log; reference Linux 6.12 tests PASS; LeonOS BSP only, PI/clone3 and complete restart semantics outstanding; Final-thread exit queues configured parent signal once after all user frames retire; native SIGCHLD/session zombie test and host group-exit fixture PASS: build/musl/session-notify-probes-serial.log, build/musl/session-notify-threads-host.log; full siginfo/SA_NOCLDWAIT/reparent/wait clone options remain"
232,epoll_wait,common,sys_epoll_wait,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
233,epoll_ctl,common,sys_epoll_ctl,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
234,tgkill,common,sys_tgkill,implemented_pending_runtime,LINUX_SYS_TGKILL,kernel/ntclks/syscall.c,4150,partial_guest,"Static/dynamic native frames/altstack/SIMD, shared process pending vs TID delivery, SIGALRM/exec and timed interruptions PASS: build/musl/fd-boundaries-after-serial.log; realtime queues, complete siginfo/default/error semantics outstanding"
235,utimes,common,sys_utimes,missing_dispatch,,,,not_verified,LTP chmod01 cannot complete SAFE_TOUCH timestamp setup: ENOSYS; remains unimplemented
236,vserver,64,,linux_reserved_or_ni,,,,excluded_linux_reserved,Linux v6.12 reserved/ni; not an implementation obligation
237,mbind,common,sys_mbind,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
238,set_mempolicy,common,sys_set_mempolicy,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
239,get_mempolicy,common,sys_get_mempolicy,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
240,mq_open,common,sys_mq_open,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
241,mq_unlink,common,sys_mq_unlink,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
242,mq_timedsend,common,sys_mq_timedsend,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
243,mq_timedreceive,common,sys_mq_timedreceive,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
244,mq_notify,64,sys_mq_notify,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
245,mq_getsetattr,common,sys_mq_getsetattr,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
246,kexec_load,64,sys_kexec_load,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
247,waitid,64,sys_waitid,implemented_pending_runtime,LINUX_SYS_WAITID,kernel/ntclks/syscall.c,4337,partial_guest,Native P_ALL/P_PID/P_PGID and siginfo write path implemented; waitid remains partial without WNOWAIT and complete stopped/continued/siginfo semantics
248,add_key,common,sys_add_key,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
249,request_key,common,sys_request_key,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
250,keyctl,common,sys_keyctl,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
251,ioprio_set,common,sys_ioprio_set,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
252,ioprio_get,common,sys_ioprio_get,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
253,inotify_init,common,sys_inotify_init,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
254,inotify_add_watch,common,sys_inotify_add_watch,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
255,inotify_rm_watch,common,sys_inotify_rm_watch,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
256,migrate_pages,common,sys_migrate_pages,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
257,openat,common,sys_openat,routed_not_certified,LINUX_SYS_OPENAT,kernel/ntclks/syscall.c,3244,partial_guest,"Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger; fd allocation/limits and native parameter widths PASS: build/musl/fd-boundaries-after-serial.log; common allocator includes fd 0/3, dup2 expansion, SCM lowest-free fd and rollback. Full object lifecycle/flags remain in ledger"
258,mkdirat,common,sys_mkdirat,implemented_pending_runtime,LINUX_SYS_MKDIRAT,kernel/ntclks/syscall.c,3968,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
259,mknodat,common,sys_mknodat,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
260,fchownat,common,sys_fchownat,implemented_pending_runtime,LINUX_SYS_FCHOWNAT,kernel/ntclks/syscall.c,2897,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
261,futimesat,common,sys_futimesat,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
262,newfstatat,common,sys_newfstatat,implemented_pending_runtime,LINUX_SYS_NEWFSTATAT,kernel/ntclks/syscall.c,3645,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
263,unlinkat,common,sys_unlinkat,implemented_pending_runtime,LINUX_SYS_UNLINKAT,kernel/ntclks/syscall.c,3993,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
264,renameat,common,sys_renameat,implemented_pending_runtime,LINUX_SYS_RENAMEAT,kernel/ntclks/syscall.c,4118,partial_guest,Raw dirfd-relative renameat create/getdents round trip PASS in build/musl/abi-probes-qemu-20260908-11.log for static and dynamic musl; cross-directory transaction and open-fd lifetime remain
265,linkat,common,sys_linkat,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
266,symlinkat,common,sys_symlinkat,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
267,readlinkat,common,sys_readlinkat,implemented_pending_runtime,LINUX_SYS_READLINKAT,kernel/ntclks/syscall.c,4540,partial_guest,"Native /proc/self and /proc/PID/exe readlinkat handling with dirfd path resolution; kernel build passes; guest static musl coverage remains"
268,fchmodat,common,sys_fchmodat,implemented_pending_runtime,LINUX_SYS_FCHMODAT,kernel/ntclks/syscall.c,2896,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
269,faccessat,common,sys_faccessat,implemented_pending_runtime,LINUX_SYS_FACCESSAT,kernel/ntclks/syscall.c,2897,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
270,pselect6,common,sys_pselect6,implemented_pending_runtime,LINUX_SYS_PSELECT6,kernel/ntclks/syscall.c,3080,partial_guest,Raw no-mask pselect6 struct and timespec translation PASS in build/musl/abi-probes-qemu-20260908-12.log for static and dynamic musl; atomic signal-mask install/restore remains EOPNOTSUPP
271,ppoll,common,sys_ppoll,implemented_pending_runtime,LINUX_SYS_PPOLL,kernel/ntclks/syscall.c,2953,partial_guest,Raw timespec validation and no-mask descriptor path PASS in build/musl/abi-probes-qemu-20260908-11.log for static and dynamic musl; atomic signal-mask handoff remains EOPNOTSUPP
272,unshare,common,sys_unshare,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
273,set_robust_list,64,sys_set_robust_list,implemented_pending_runtime,LINUX_SYS_SET_ROBUST_LIST,kernel/ntclks/syscall.c,2886,partial_guest,Static/dynamic musl TLS/contention/cancel/robust exit/worker exec and FUTEX_WAKE_OP PASS: build/musl/fd-boundaries-after-serial.log; 14 upstream pthread/synchronization cases exit 0: build/musl/final-ltp-serial.log; PI/clone3/full flags and SMP outstanding
274,get_robust_list,64,sys_get_robust_list,implemented_pending_runtime,LINUX_SYS_GET_ROBUST_LIST,kernel/ntclks/syscall.c,2886,partial_guest,Static/dynamic musl TLS/contention/cancel/robust exit/worker exec and FUTEX_WAKE_OP PASS: build/musl/fd-boundaries-after-serial.log; 14 upstream pthread/synchronization cases exit 0: build/musl/final-ltp-serial.log; PI/clone3/full flags and SMP outstanding
275,splice,common,sys_splice,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
276,tee,common,sys_tee,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
277,sync_file_range,common,sys_sync_file_range,implemented_pending_runtime,LINUX_SYS_SYNC_FILE_RANGE,kernel/ntclks/syscall.c,3226,partial_guest,"Raw fd, signed range and WAIT/WRITE flag validation pass in build/musl/abi-probes-qemu-20260909-4.log for static and dynamic musl; backend writes are already synchronous, but filesystem error/writeback ordering remains incomplete"
278,vmsplice,64,sys_vmsplice,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
279,move_pages,64,sys_move_pages,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
280,utimensat,common,sys_utimensat,missing_dispatch,,,,not_verified,LTP chmod01 cannot complete SAFE_TOUCH timestamp setup: ENOSYS; remains unimplemented
281,epoll_pwait,common,sys_epoll_pwait,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
282,signalfd,common,sys_signalfd,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
283,timerfd_create,common,sys_timerfd_create,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
284,eventfd,common,sys_eventfd,implemented_pending_runtime,LINUX_SYS_EVENTFD,kernel/ntclks/syscall.c,3407,partial_guest,"Raw event counter read/write, EFD_NONBLOCK/EFD_SEMAPHORE validation and poll readiness PASS in build/musl/abi-probes-qemu-20260909-11.log for static and dynamic musl; full wait-queue wakeups, overflow blocking and lifecycle/resource limits remain"
285,fallocate,common,sys_fallocate,implemented_pending_runtime,LINUX_SYS_FALLOCATE,kernel/ntclks/syscall.c,3204,partial_guest,"Raw mode-zero file extension, fd stat refresh, unsupported mode and negative offset validation PASS in build/musl/abi-probes-qemu-20260908-16.log for static and dynamic musl; native preallocation and keep-size/punch-hole modes remain incomplete"
286,timerfd_settime,common,sys_timerfd_settime,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
287,timerfd_gettime,common,sys_timerfd_gettime,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
288,accept4,common,sys_accept4,routed_not_certified,LINUX_SYS_ACCEPT4,kernel/ntclks/syscall.c,2860,partial_guest,"Static/dynamic Unix stream/packet, SCM_RIGHTS/credentials, close/reuse, WAITALL/PEEK, lowwater/timeouts, shutdown/poll/reset PASS: build/musl/fd-boundaries-after-serial.log; 32 groups PASS on Linux 6.12: build/musl/fd-boundaries-linux-reference-serial.log; buffers/options/INET/full concurrency outstanding"
289,signalfd4,common,sys_signalfd4,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
290,eventfd2,common,sys_eventfd2,implemented_pending_runtime,LINUX_SYS_EVENTFD2,kernel/ntclks/syscall.c,3407,partial_guest,"Raw eventfd2 flags and shared counter behavior use the same implementation; static/dynamic musl eventfd probe PASS in build/musl/abi-probes-qemu-20260909-11.log; full wait-queue wakeups, overflow blocking and lifecycle/resource limits remain"
291,epoll_create1,common,sys_epoll_create1,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
292,dup3,common,sys_dup3,routed_not_certified,LINUX_SYS_DUP3,kernel/ntclks/syscall.c,3502,partial_guest,"Shared OFD offsets/status, SCM references and Unix read/recv/readv close/reuse PASS: build/musl/namespace-probes-serial.log; fcntl01 exit 0: build/musl/namespace-ltp-serial.log; inode lifetime, PTY/INET and other blocking operations outstanding; fd allocation/limits and native parameter widths PASS: build/musl/fd-boundaries-after-serial.log; common allocator includes fd 0/3, dup2 expansion, SCM lowest-free fd and rollback. Full object lifecycle/flags remain in ledger"
293,pipe2,common,sys_pipe2,routed_not_certified,LINUX_SYS_PIPE2,kernel/ntclks/syscall.c,3426,partial_guest,"See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification; fd allocation/limits and native parameter widths PASS: build/musl/fd-boundaries-after-serial.log; common allocator includes fd 0/3, dup2 expansion, SCM lowest-free fd and rollback. Full object lifecycle/flags remain in ledger"
294,inotify_init1,common,sys_inotify_init1,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
295,preadv,64,sys_preadv,implemented_pending_runtime,LINUX_SYS_PREADV,kernel/ntclks/syscall.c,4217,partial_guest,"Raw native x86-64 offset split, vector transfer, ESPIPE and OFD-offset preservation pass in build/musl/abi-probes-qemu-20260909-3.log for static and dynamic musl; full iov fault/short-I/O and device semantics remain"
296,pwritev,64,sys_pwritev,implemented_pending_runtime,LINUX_SYS_PWRITEV,kernel/ntclks/syscall.c,4217,partial_guest,"Raw native x86-64 offset split, vector transfer and OFD-offset preservation pass in build/musl/abi-probes-qemu-20260909-3.log for static and dynamic musl; full iov fault/short-I/O and device semantics remain"
297,rt_tgsigqueueinfo,64,sys_rt_tgsigqueueinfo,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
298,perf_event_open,common,sys_perf_event_open,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
299,recvmmsg,64,sys_recvmmsg,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
300,fanotify_init,common,sys_fanotify_init,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
301,fanotify_mark,common,sys_fanotify_mark,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
302,prlimit64,common,sys_prlimit64,implemented_pending_runtime,LINUX_SYS_PRLIMIT64,kernel/ntclks/syscall.c,4154,partial_guest,"NOFILE/AS real soft/hard, shared pthread limits, fork/exec inheritance, cross-process permission, copy-fault commit, zero limits and MAP_FIXED net AS growth PASS: build/musl/rlimit-as-after-serial.log; Linux 6.12 reference PASS: build/musl/rlimit-linux-reference-serial.log; other resources ENOSYS, full capability/reaped-task/exec-AS enforcement remain"
303,name_to_handle_at,common,sys_name_to_handle_at,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
304,open_by_handle_at,common,sys_open_by_handle_at,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
305,clock_adjtime,common,sys_clock_adjtime,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
306,syncfs,common,sys_syncfs,routed_not_certified,LINUX_SYS_SYNCFS,kernel/ntclks/syscall.c,3245,partial_guest,Native descriptor validation and synchronous-storage completion pass in build/musl/abi-probes-qemu-20260909-3.log for static and dynamic musl; mount-wide writeback and filesystem error propagation remain
307,sendmmsg,64,sys_sendmmsg,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
308,setns,common,sys_setns,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
309,getcpu,common,sys_getcpu,implemented_pending_runtime,LINUX_SYS_GETCPU,kernel/ntclks/syscall.c,4159,partial_guest,Raw cpu/node output and invalid-pointer boundary pass in build/musl/abi-probes-qemu-20260909-3.log for static and dynamic musl; topology/cache and hotplug semantics remain
310,process_vm_readv,64,sys_process_vm_readv,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
311,process_vm_writev,64,sys_process_vm_writev,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
312,kcmp,common,sys_kcmp,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
313,finit_module,common,sys_finit_module,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
314,sched_setattr,common,sys_sched_setattr,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
315,sched_getattr,common,sys_sched_getattr,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
316,renameat2,common,sys_renameat2,implemented_pending_runtime,LINUX_SYS_RENAMEAT2,kernel/ntclks/syscall.c,4118,partial_guest,Zero-flag renameat2 shares the native rename path; exchange/noreplace flags return EOPNOTSUPP until storage supports atomic variants
317,seccomp,common,sys_seccomp,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
318,getrandom,common,sys_getrandom,implemented_pending_runtime,LINUX_SYS_GETRANDOM,kernel/ntclks/syscall.c,4179,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
319,memfd_create,common,sys_memfd_create,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
320,kexec_file_load,common,sys_kexec_file_load,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
321,bpf,common,sys_bpf,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
322,execveat,64,sys_execveat,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
323,userfaultfd,common,sys_userfaultfd,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
324,membarrier,common,sys_membarrier,implemented_pending_runtime,LINUX_SYS_MEMBARRIER,kernel/ntclks/syscall_process.c,548,partial_guest,"Native QUERY, GLOBAL, GLOBAL_EXPEDITED, global/private registration, PRIVATE_EXPEDITED and GET_REGISTRATIONS commands use Linux 6.12 bit values and shared-MM registration state; static/dynamic musl probes pass in build/musl/membarrier-serial-2.log. Linux 6.12 reference kernel has CONFIG_MEMBARRIER disabled and returns ENOSYS; CPU-targeted and RSEQ barriers remain unsupported"
325,mlock2,common,sys_mlock2,implemented_pending_runtime,LINUX_SYS_MLOCK2,kernel/ntclks/syscall_mm.c,1082,partial_guest,"Native MLOCK_ONFAULT flag validation and mapped VMA lock state pass in static/dynamic musl build/musl/abi-probes-qemu-20260909-27.log; fault-time locking, RLIMIT_MEMLOCK and unaligned-range behavior remain"
326,copy_file_range,common,sys_copy_file_range,implemented_pending_runtime,LINUX_SYS_COPY_FILE_RANGE,kernel/ntclks/syscall.c,4329,partial_guest,"Static and dynamic musl poll_files/copy_file_range probe PASS: build/musl/abi-probes-qemu-20260909-9.log; regular files, two optional offsets, short EOF and flags/pointer validation are covered; cross-filesystem, reflink, signal/restart and close/reuse lifecycle remain"
327,preadv2,64,sys_preadv2,implemented_pending_runtime,LINUX_SYS_PREADV2,kernel/ntclks/syscall.c,4217,partial_guest,Raw offset/vector path and explicit unsupported-flag error pass in build/musl/abi-probes-qemu-20260909-3.log for static and dynamic musl; RWF_* flags and full device semantics remain
328,pwritev2,64,sys_pwritev2,implemented_pending_runtime,LINUX_SYS_PWRITEV2,kernel/ntclks/syscall.c,4217,partial_guest,Raw offset/vector path and explicit unsupported-flag error pass in build/musl/abi-probes-qemu-20260909-3.log for static and dynamic musl; RWF_* flags and full device semantics remain
329,pkey_mprotect,common,sys_pkey_mprotect,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
330,pkey_alloc,common,sys_pkey_alloc,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
331,pkey_free,common,sys_pkey_free,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
332,statx,common,sys_statx,implemented_pending_runtime,LINUX_SYS_STATX,kernel/ntclks/syscall.c,4082,partial_guest,"Raw path and AT_EMPTY_PATH basic struct statx fields, mask validation and invalid-mask boundary pass in build/musl/abi-probes-qemu-20260909-4.log for static and dynamic musl; timestamps, mount IDs, birth time, symlink no-follow and extended attributes remain incomplete"
333,io_pgetevents,common,sys_io_pgetevents,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
334,rseq,common,sys_rseq,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
335,uretprobe,common,sys_uretprobe,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
424,pidfd_send_signal,common,sys_pidfd_send_signal,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
425,io_uring_setup,common,sys_io_uring_setup,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
426,io_uring_enter,common,sys_io_uring_enter,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
427,io_uring_register,common,sys_io_uring_register,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
428,open_tree,common,sys_open_tree,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
